productType|productAvgSales|productCaseCost|productCurrentStock|productNoOfOrders|productOnOrder|productOnOrderCases|productOrderPackSize|productPackSize|productProductId|productProductName|productSellingPrice|productShelfLifeDays|productSupplierId|supplierListId1|supplierListType1|supplierListId2|supplierListType2|supplierListId3|supplierListType3|supplierListId4|supplierListType4|supplierListId5|supplierListType5|supplierListId6|supplierListType6|supplierListId7|supplierListType7|supplierListId8|supplierListType8|supplierListId9|supplierListType9|supplierListId10|supplierListType10|supplierListId11|supplierListType11|supplierListId12|supplierListType12|supplierListId13|supplierListType13|supplierListId14|supplierListType14|supplierListId15|supplierListType15|supplierListId16|supplierListType16|productUnitCost|productUnitIncase|barCode||||||||||||||||||||||||
HandheldProductDetail|0|17.14|3|FALSE|0|0|6x1xEACH||C0000001658|Shell Airco & interior fresh 150ml|5.95|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||2.856666|6|7.04E+12||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|0|0|1x1xEACH||C0000001663|Red Bull SF V-Power Actie Voucher|0.01|0|C000000031|HandheldSupplierID|C000000031|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.64|0|FALSE|0|0|1x1xEACH||C0000001665|#NAME?|6.75|0|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||4.64|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.16|0|FALSE|0|0|1x1xEACH||C0000001666|#NAME?|8.95|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.16|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001667|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.81|0|FALSE|0|0|1x1xEACH||C0000001668|#NAME?|6.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.81|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|200|0|FALSE|0|0|40x1xEACH||C0000001669|Zandvoort Onesie 1st|19.95|0|C000000031|HandheldSupplierID|C000000031|HandheldSupplierID|C000000031|||||||||||||||||||||||||||||5|40|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001670|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001671|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|33.98|0|FALSE|25|3|8x1xEACH||C0000001674|Depa Plastic Draagtas 250st|0.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||4.2475|8|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|5.5|0|FALSE|25|25|1x1xEACH||C0000001675|#NAME?|7.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||5.5|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.81|0|FALSE|25|25|1x1xEACH||C0000001677|#NAME?|6.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.81|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|3.18|0|FALSE|0|0|1x1xEACH||C0000001678|P_NRC Weekend Za|4.9|0|C000000030|HandheldSupplierID|C000000030|||||||||||||||||||||||||||||||3.18|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|25|25|1x1xEACH||C0000001680|Korting DL Stroopwafel|0.01|0|C000000008|HandheldSupplierID|C000000008|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|5.68|0|FALSE|0|0|1x1xEACH||C0000001682|#NAME?|8.25|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||5.68|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.44|0|FALSE|0|0|1x1xEACH||C0000001683|#NAME?|20.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||14.44|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|5.16|0|FALSE|0|0|1x1xEACH||C0000001685|#NAME?|7.5|0|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||5.16|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|0|0|1x1xEACH||C0000001686|Delivery Ola Familie Bundel 1st|0.01|0|C000000031|HandheldSupplierID|C000000031|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.47|0|FALSE|0|0|1x1xEACH||C0000001687|#NAME?|6.5|0|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||4.47|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001688|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.12|0|FALSE|0|0|1x1xEACH||C0000001690|#NAME?|21.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||14.12|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001691|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.23|0|FALSE|0|0|1x1xEACH||C0000001692|#NAME?|2.39|0|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||1.23|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|22.31|0|FALSE|0|0|24x1xEACH||C0000001694|Grolsch 33cl|2.25|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.929583|24|87167054||||||||||||||||||||||||
HandheldProductDetail|0|91.81|9|FALSE|0|0|6x1xEACH||C0000001697|Gauloises Blondes KS Blue 46|17.5|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||15.301666|6|4.03E+12||||||||||||||||||||||||
HandheldProductDetail|0|62.59|12|FALSE|0|0|4x1xEACH||C0000001698|Camel Yellow Box 52|72|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||15.6475|4|87361421||||||||||||||||||||||||
HandheldProductDetail|0|62.59|12|FALSE|0|0|4x1xEACH||C0000001699|Camel Blue Box 52|18|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||15.6475|4|87361445||||||||||||||||||||||||
HandheldProductDetail|0|7.56|0|FALSE|0|0|1x1xEACH||C0000001702|#NAME?|10.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||7.56|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.64|0|FALSE|25|25|1x1xEACH||C0000001704|#NAME?|6.75|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.64|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.53|0|FALSE|25|25|1x1xEACH||C0000001706|#NAME?|21.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||14.53|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|11.18|0|FALSE|0|0|6x1xEACH||C0000001707|Mondkapje Zwart|3.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.863333|6|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.12|0|FALSE|25|25|1x1xEACH||C0000001708|#NAME?|5.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.12|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|5.5|0|FALSE|0|0|1x1xEACH||C0000001709|#NAME?|7.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||5.5|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.16|0|FALSE|0|0|1x1xEACH||C0000001710|#NAME?|8.95|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.16|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|16.06|0|FALSE|0|0|1x1xEACH||C0000001711|#NAME?|25|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||16.06|1|9.79E+12||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|0|0|1x1xEACH||C0000001715|#NAME?|3.5|0|C000000001|HandheldSupplierID|C000000001|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|0|0|1x1xEACH||C0000001716|-CC Actie - B&J Chew Chew Caramel 50cl|7|0|C000000001|HandheldSupplierID|C000000001|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.66|0|FALSE|0|0|1x1xEACH||C0000001717|LLSS Bloemen 099|0.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||0.66|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|19.95|2|FALSE|0|0|1x1xEACH||C0000001718|LLSS Boeket 2999|29.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||19.95|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.98|0|FALSE|0|0|1x1xEACH||C0000001719|LLSS Plantenbak 1499|14.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||9.98|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|11.64|0|FALSE|25|25|1x1xEACH||C0000001720|LLSS Plantenbak 1750|17.5|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||11.64|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|13.3|-2|FALSE|0|0|1x1xEACH||C0000001721|LLSS Plantenbak 1999|19.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||13.3|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|10.46|0|FALSE|0|0|1x1xEACH||C0000001722|LLSS Kadootje €1750|17.5|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||10.46|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.95|0|FALSE|0|0|1x1xEACH||C0000001723|LLSS Kadootje €2495|24.95|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||14.95|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|17.94|0|FALSE|25|25|1x1xEACH||C0000001724|LLSS Kadootje €2995|29.95|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||17.94|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|8.7|0|FALSE|0|0|1x1xEACH||C0000001726|D2Gb&DbS&SCb VRD.Bak GN 1/3 15cm 6lt|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||8.7|1|371187||||||||||||||||||||||||
HandheldProductDetail|0|8.59|0|FALSE|0|0|1x1xEACH||C0000001727|D2Gb&DbS&SCb Dig.timer Kookwekker|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||8.59|1|371191||||||||||||||||||||||||
HandheldProductDetail|0|13.11|0|FALSE|0|0|1x1xEACH||C0000001728|D2Gb&DbS&SCb&SCf Korf Urban Rond 20mm|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||13.11|1|371200||||||||||||||||||||||||
HandheldProductDetail|0|2.66|0|FALSE|0|0|1x1xEACH||C0000001729|D2Gb&DbS&SCb Plaatmes RVS m/knst. 1st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||2.66|1|371214||||||||||||||||||||||||
HandheldProductDetail|0|49.08|0|FALSE|25|25|1x1xEACH||C0000001731|D2Gb&DbS Thermobx koelelement|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||49.08|1|371223||||||||||||||||||||||||
HandheldProductDetail|0|3.77|0|FALSE|0|0|1x1xEACH||C0000001732|D2Gb&DbS&SCb Winkelschep Kunstst. 25cl|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||3.77|1|371229||||||||||||||||||||||||
HandheldProductDetail|0|15.46|0|FALSE|0|0|1x1xEACH||C0000001733|D2Gb&DbS&SCb GN Bak RVS1/1 10cm 14lt|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||15.46|1|371234||||||||||||||||||||||||
HandheldProductDetail|0|12.67|0|FALSE|0|0|1x1xEACH||C0000001734|D2Gb&DbS GN Bak RVS 1/2 15cm 9.5lt|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||12.67|1|371237||||||||||||||||||||||||
HandheldProductDetail|0|7.07|0|FALSE|0|0|1x1xEACH||C0000001735|D2Gb&DbS&SCb Tomatenmes Golf Kartel 2st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.07|1|371256||||||||||||||||||||||||
HandheldProductDetail|0|16.38|0|FALSE|25|25|1x1xEACH||C0000001736|D2Gb&DbS Bonnenhouder|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||16.38|1|371290||||||||||||||||||||||||
HandheldProductDetail|0|1.26|0|FALSE|0|0|1x1xEACH||C0000001738|D2Gb&DbS&SCb Uienringen 4mm 500gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.26|1|371305||||||||||||||||||||||||
HandheldProductDetail|0|9.17|0|FALSE|0|0|1x1xEACH||C0000001739|D2Gb&DbS&SCb Tafelvork 2374 12st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.764166|12|371317||||||||||||||||||||||||
HandheldProductDetail|0|7.46|0|FALSE|0|0|1x1xEACH||C0000001740|D2Gb&DbS&SCb Keukenschaar Gourm.20cm|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.46|1|371318||||||||||||||||||||||||
HandheldProductDetail|0|6.07|0|FALSE|0|0|1x1xEACH||C0000001741|D2Gb&DbS Houten Fritesvork 2000st X 1|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||6.07|1|371319||||||||||||||||||||||||
HandheldProductDetail|0|14.12|0|FALSE|25|1|16x1xEACH||C0000001742|D2Gb&DbS Appels Rood  16 st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||14.12|1|371323||||||||||||||||||||||||
HandheldProductDetail|0|13.79|0|FALSE|0|0|18x1xEACH||C0000001743|D2Gb&DbS Appels Gala 18x|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||13.79|1|371324||||||||||||||||||||||||
HandheldProductDetail|0|13.53|0|FALSE|0|0|12x1xEACH||C0000001747|Monster Energy Green 355ml|2.5|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.1275|12|5.06E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.69|21|FALSE|0|0|12x1xEACH||C0000001748|Fuze Tea Mango-Camomile 0.4L PET|2.6|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.8075|12|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|17.57|0|FALSE|25|1|24x1xEACH||C0000001749|Fuze Tea Mango-Camomile 0.25L CAN|1.85|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||0.732083|24|5.45E+12||||||||||||||||||||||||
HandheldProductDetail|0|15.27|0|FALSE|0|0|12x1xEACH||C0000001750|Monster Energy Ultra Paradise|2.95|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.2725|12|5.06E+12||||||||||||||||||||||||
HandheldProductDetail|0|21.08|0|FALSE|25|2|12x1xEACH||C0000001751|VitHIt Immunitea Dragonfruit 50cl|3.15|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.756666|12|5.03E+12||||||||||||||||||||||||
HandheldProductDetail|0|22.21|0|FALSE|0|0|12x1xEACH||C0000001752|Grenade Salted Caramel 60g|4.59|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.850833|12|5.06E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.43|0|FALSE|25|25|1x1xEACH||C0000001753|D2Gb Panini Tuna Melt|4.5|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.43|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.72|0|FALSE|0|0|1x1xEACH||C0000001758|SCb Cappuccino Medium|3.4|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||0.72|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.58|0|FALSE|0|0|1x1xEACH||C0000001759|SCb Briochebol Gehaktbal|4.5|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.58|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.03|0|FALSE|0|0|1x1xEACH||C0000001760|SCb Broodje Ham Kaas|4.5|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.03|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.29|0|FALSE|0|0|1x1xEACH||C0000001761|SCb Briochebol Met Spiegelei|4|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.29|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.28|0|FALSE|0|0|1x1xEACH||C0000001763|SCb Extra Beleg|0.5|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||0.28|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.26|0|FALSE|0|0|1x1xEACH||C0000001764|SCb Broodje Gehaktstaaf|3.5|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.26|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|19.23|0|FALSE|0|0|50x1xEACH||C0000001765|D2G&DbS&SCb Brioche Bun 86gr|1|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.3846|50|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.59|0|FALSE|0|0|1x1xEACH||C0000001766|SCb&SCf Dlf Rb Croissant (L)|1.75|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||0.59|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.84|0|FALSE|0|0|1x1xEACH||C0000001768|SCc Vlaamse Friet|3|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||0.84|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|29.19|0|FALSE|0|0|33x1xEACH||C0000001769|SCb WoW Smoothie Groente 150g|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.884545|33|371593||||||||||||||||||||||||
HandheldProductDetail|0|1.7|0|FALSE|0|0|4x1xEACH||C0000001771|SCb&SCf VG Citroen 4st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.7|1|371610||||||||||||||||||||||||
HandheldProductDetail|0|8.15|0|FALSE|0|0|1x1xEACH||C0000001772|It's A Present 1195|11.95|0|C000000014|HandheldSupplierID|C000000014|||||||||||||||||||||||||||||||8.15|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|12.92|0|FALSE|0|0|1x1xEACH||C0000001773|It's A Present 1895|18.95|0|C000000014|HandheldSupplierID|C000000014|||||||||||||||||||||||||||||||12.92|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|17.01|0|FALSE|0|0|1x1xEACH||C0000001774|It's A Present 2495|24.95|0|C000000014|HandheldSupplierID|C000000014|||||||||||||||||||||||||||||||17.01|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|11.79|3|FALSE|0|0|1x1xEACH||C0000001775|PHILIPS LAADK USB 3 IN 1|24.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||11.79|1|4.90E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.44|5|FALSE|0|0|1x1xEACH||C0000001776|PHILIPS LAADK USB A TO C|19.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||9.44|1|4.90E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.15|4|FALSE|0|0|1x1xEACH||C0000001777|PHILIPS AUTOL & 1M CABLE C|29.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||14.15|1|4.90E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.44|2|FALSE|0|0|1x1xEACH||C0000001778|PHILIPS AUTOLADER 2X USB A|19.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||9.44|1|4.90E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.44|0|FALSE|25|25|1x1xEACH||C0000001779|PHILIPS POWERBANK USB C|19.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||9.44|1|4.90E+12||||||||||||||||||||||||
HandheldProductDetail|0|58.48|15|FALSE|0|0|3x1xEACH||C0000001780|Lucky Strike Red Jumbo|20.5|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||19.493333|3|87364477||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001781|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|10.3|0|FALSE|25|25|1x1xEACH||C0000001785|D2Gb&DbS&SCb Verstegen Kaneel 490gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||10.3|1|371719||||||||||||||||||||||||
HandheldProductDetail|0|43.28|0|FALSE|0|0|1x1xEACH||C0000001788|D2G&DbS&SC Deksel Ppercp 12/16oz 1000st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||43.28|1|371731||||||||||||||||||||||||
HandheldProductDetail|0|28.49|1|FALSE|0|0|1x1xEACH||C0000001789|SCb&SCSs&SCf RietsuikerSticks 1000x4gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||28.49|1|371733||||||||||||||||||||||||
HandheldProductDetail|0|6.87|0|FALSE|0|0|1x1xEACH||C0000001792|#NAME?|9.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.87|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|7.44|0|FALSE|0|0|1x1xEACH||C0000001793|D2G&DbS&SCb&SCf Aarnink Boerenham 500gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.44|1|371832||||||||||||||||||||||||
HandheldProductDetail|0|0.2|0|FALSE|0|0|1x1xEACH||C0000001794|Koffie Gratis bij 25l tanken (|0.01|0|C000000031|HandheldSupplierID|C000000031|||||||||||||||||||||||||||||||0.2|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.62|0|FALSE|0|0|6x1xEACH||C0000001795|D2G&DbS&SCb Menken Rundercarpaccio 168g|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||4.62|1|371844||||||||||||||||||||||||
HandheldProductDetail|0|3.82|0|FALSE|0|0|1x1xEACH||C0000001797|DbS&SCb Tape Rol Wit 19mmx60mtr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||3.82|1|371860||||||||||||||||||||||||
HandheldProductDetail|0|4.64|0|FALSE|0|0|1x1xEACH||C0000001798|#NAME?|6.75|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.64|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|10.31|0|FALSE|0|0|1x1xEACH||C0000001799|#NAME?|14.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||10.31|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|20.94|0|FALSE|0|0|1x1xEACH||C0000001800|SCb&SCf&DbS Frappe Koffiemix 136kg|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||20.94|1|371910||||||||||||||||||||||||
HandheldProductDetail|0|5.45|0|FALSE|0|0|1x1xEACH||C0000001801|SCb Saladebowl Rond 500ml 50st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||5.45|1|371912||||||||||||||||||||||||
HandheldProductDetail|0|0.01|0|FALSE|0|0|9x1xEACH||C0000001802|Smallbags Los + Sluitstrip 5st|0|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.01|1|371930||||||||||||||||||||||||
HandheldProductDetail|0|6.54|0|FALSE|0|0|1x1xEACH||C0000001807|#NAME?|9.5|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.54|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.81|0|FALSE|25|25|1x1xEACH||C0000001808|#NAME?|6.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||4.81|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|0.23|0|FALSE|25|25|1x1xEACH||C0000001810|DbS Gratis Koffie MobPlatform|0.01|0|C000000008|HandheldSupplierID|C000000008|||||||||||||||||||||||||||||||0.23|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|88.98|3|FALSE|0|0|3x1xEACH||C0000001813|Camel Blue Box 100|35|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||29.66|3|87362817||||||||||||||||||||||||
HandheldProductDetail|0|2.07|0|FALSE|0|0|1x1xEACH||C0000001814|D2Gb&DbS&SCb Brdje Hummus + Drankje NBS|6|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||2.07|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|27.49|32|FALSE|25|2|12x1xEACH||C0000001815|Verkade Melk FT 111g|3.99|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||2.290833|12|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|6.19|0|FALSE|0|0|1x1xEACH||C0000001818|#NAME?|8.99|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||6.19|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|8.6|0|FALSE|0|0|1x1xEACH||C0000001820|#NAME?|12.5|0|C000000004|HandheldSupplierID|C000000004|||||||||||||||||||||||||||||||8.6|1|8.72E+12||||||||||||||||||||||||
